NationalDatabaseNumber,Species,Region,Country,City-fromstrandingstable,County,State,BodyofWater,LocalityDetail,Latitude,ConversionLAT,LatitudeUnits,LatitudeActualEstimate,Longitude,ConversionLONG,LongitudeUnits,LongitudeActualEstimate,Howlatlongdetermined,ObservationDate,SickFlag,InjuredFlag,OutofHabitatFlag,DeemedHealthyReleasableFlag,AbandonedOrphanedFlag,InaccesibleFlag,LocationHazardoustoAnimal,LocationHazardousPublic,UnknownCBDFlag,ConditionOtherFlag,ConditionOtherDescription,EntangledFlag,Sex,AgeClass
NE-2001-1033271,vitulina,NE,United States,SEA BRIGHT,Monmouth,NJ,Atlantic Ocean,ON BEACH IN BACK OF POLICE STATION,402145,40.3625,deg/min/sec,,735817,-73.97138889,deg/min/sec,,,2001-DEC-26,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2002-1033283,groenlandica,NE,United States,KEYPORT,Monmouth,NJ,Atlantic Ocean,"340 FRONT STREET, KEYPORT MARINE BASIN BOAT RAMP.",402611,40.43638889,deg/min/sec,,741230,-74.20833333,deg/min/sec,,,2002-JAN-31,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2002-1032907,groenlandica,NE,United States,SEA BRIGHT,Monmouth,NJ,Atlantic Ocean,ON BEACH ACROSS FROM SUNRISE CONDOS,402043,40.34527778,deg/min/sec,,735819,-73.97194444,deg/min/sec,,,2002-FEB-15,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2001-1032912,novaeangliae,NE,United States,,Unknown,NJ,Atlantic Ocean,"FLOATING 5-6 MILES EAST OF SEASIDE HEIGHTS, NEW JERSEY",39.9,39.9,decimal degrees,estimate,-73.9,-73.9,decimal degrees,estimate,Internet,2001-JAN-18,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2001-1032917,physalus,NE,United States,PORT ELIZABETH,Unknown,NJ,Atlantic Ocean,"NEWARK BAY, NJ",4041.09,40.68483,decimal degrees,,7404.21,-74.07017,decimal degrees,,,2001-FEB-01,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2001-1033127,groenlandica,NE,United States,NORTH WILDWOOD,Cape May,NJ,Atlantic Ocean,21ST ST. AND THE BEACH,385926,38.99055556,deg/min/sec,,744752,-74.79777778,deg/min/sec,,,2001-MAR-02,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN
NE-2001-1033143,,NE,United States,VENTNOR,Atlantic,NJ,Atlantic Ocean,DORSET AVE. AND THE BEACH,392016,39.33777778,deg/min/sec,,742831,-74.47527778,deg/min/sec,,,2001-SEP-24,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2000-1033490,truncatus,NE,United States,REHOBOTH,Sussex,DE,Atlantic Ocean,"GORDON""S POND AREA OF CAPE HENLOPEN SP, 100 YDS N. OF TOWERS (ATLANTIC OCEAN)",3844.27,38.73783,decimal degrees,,7504.68,-75.078,decimal degrees,,,2000-JUL-25,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2001-1032969,cristata,NE,United States,DAGSBORO,Sussex,DE,Atlantic Ocean,"PEPPERS"" CREEK; OFF INDIAN RIVER BAY; 8 MI. WEST OF INDIAN RIVER INLET; ASSAWOMAN WILDLIFE AREA; ETC",3834.56,38.576,decimal degrees,,7511.13,-75.1855,decimal degrees,,,2001-SEP-11,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2001-1033150,phocoena,NE,United States,SANDY HOOK,Monmouth,NJ,Atlantic Ocean,NORTH BEACH BATHING AREA.,402824,40.47333333,deg/min/sec,,740023,-74.00638889,deg/min/sec,,,2001-MAY-10,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2001-1033151,novaeangliae,NE,United States,SEASIDE HEIGHTS,Ocean,NJ,Atlantic Ocean,"FLOATING 3 MILES OFFSHORE, WASHED ASHORE ON 9/9/01 AT 11TH AVE IN BELMAR NJ.",401033,40.17583333,deg/min/sec,,740048,-74.01333333,deg/min/sec,,,2001-SEP-08,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2001-1033152,novaeangliae,NE,United States,WILDWOOD,Cape May,NJ,Atlantic Ocean,"YOUNG""S AVE AND THE BEACH",385860,38.98333333,deg/min/sec,,744848,-74.81333333,deg/min/sec,,,2001-SEP-17,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2001-1033154,,NE,United States,AVALON,Cape May,NJ,Atlantic Ocean,66TH STREET AND THE BEACH,390420,39.07222222,deg/min/sec,,744426,-74.74055556,deg/min/sec,,,2001-SEP-11,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2001-1033155,truncatus,NE,United States,WILDWOOD CREST,Cape May,NJ,Atlantic Ocean,"PUBLIC WORKS DEPARTMENT, WASHINGTON AVENUE",385756,38.96555556,deg/min/sec,,745116,-74.85444444,deg/min/sec,,,2001-SEP-18,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2001-1032972,cristata,NE,United States,CAPE MAY,Cape May,NJ,Atlantic Ocean,1200 BLOCK ON THE BEACH,385551,38.93083333,deg/min/sec,,745442,-74.91166667,deg/min/sec,,,2001-OCT-15,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2001-1032973,vitulina,NE,United States,BARNEGAT LIGHT,Ocean,NJ,Atlantic Ocean,17TH STREET AND THE BAY,394505,39.75138889,deg/min/sec,,740645,-74.1125,deg/min/sec,,,2001-NOV-11,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2001-1032974,,NE,United States,BRIGANTINE,Atlantic,NJ,Atlantic Ocean,38TH STREET AND THE BEACH,392322,39.38944444,deg/min/sec,,742312,-74.38666667,deg/min/sec,,,2001-DEC-12,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2002-1033193,vitulina,NE,United States,LONG BRANCH,Monmouth,NJ,Atlantic Ocean,ON THE NORTH SIDE OF JETTY AT TACANASY BEACH CLUB.,40.2769,40.2769,decimal degrees,estimate,-73.9825,-73.9825,decimal degrees,estimate,,2002-NOV-02,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2003-1034102,truncatus,NE,United States,MILTON,Sussex,DE,Delaware Bay,BROADKILL BEACH; FLORIDA AVE,3849.97,38.83283333,decimal minutes,,7512.97,-75.21616667,decimal minutes,,,2003-SEP-10,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2003-1034103,vitulina,NE,United States,DOVER,Kent,DE,Delaware Bay,PICKERING - 1/2 MI NORTH OF LAST HOUSE,3908.63,39.14383333,decimal minutes,,7524.68,-75.41133333,decimal minutes,,,2003-OCT-09,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2003-1034104,groenlandica,NE,United States,MILFORD,Kent,DE,Delaware Bay,NORTH BIG STONE BEACH,39.88,39.88,decimal degrees,estimate,-75.32,-75.32,decimal degrees,estimate,Internet,2003-DEC-29,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2003-1034106,,NE,United States,KITTS HUMMOCK,Kent,DE,,"TED HARVEY WILDLIFE REFUGE BEACH, ENTER THROUGH GATE DYKE IMPOUNDMENT EACH SIDE, GO OVER DUNE TO BEACH 40 yds (S end).",39.103,39.103,decimal degrees,estimate,-75.402,-75.402,decimal degrees,estimate,Internet,2003-JUL-16,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2003-1034111,truncatus,NE,United States,DEWEY,Sussex,DE,Atlantic Ocean,"DSSA, KEYBOX RD - 1/2 MI SOUTH",3839.28,38.65466667,decimal minutes,,7503.96,-75.066,decimal minutes,,,2003-SEP-08,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2003-1034112,truncatus,NE,United States,LEWES,Sussex,DE,Atlantic Ocean,CAPE HENLOPEN STATE PARK - HERON POINT,3834.995,38.58325,decimal minutes,,7503.4991,-75.05831833,decimal minutes,,,2003-JUN-18,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2003-1034113,truncatus,NE,United States,DEWEY,Sussex,DE,Atlantic Ocean,"FAITHFUL STEWARD CROSSING, DSSA.",38.7,38.7,decimal degrees,estimate,-75,-75,decimal degrees,estimate,Internet,2003-JUN-22,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2003-1034114,truncatus,NE,United States,MILFORD,Kent,DE,Delaware Bay,N. BIGSTONE BEACH,3900.68,39.01133333,decimal minutes,,7520.1,-75.335,decimal minutes,,,2003-JUN-23,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2003-1034115,truncatus,NE,United States,MILFORD,Kent,DE,Atlantic Ocean,S. BIG STONE BEACH,3859.55,38.9925,decimal minutes,,7519.31,-75.32183333,decimal minutes,,,2003-JUN-23,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2000-1033737,truncatus,NE,United States,MARGATE,Atlantic,NJ,Atlantic Ocean,LAKES BAY,3920.5,39.34167,decimal degrees,,7403.4,-74.05667,decimal degrees,,,2000-SEP-14,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN
NE-2003-1034116,truncatus,NE,United States,MILFORD,Kent,DE,Atlantic Ocean,S. BIG STONE BEACH,3859.28,38.988,decimal minutes,,7519.14,-75.319,decimal minutes,,,2003-JUN-23,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2003-1034117,truncatus,NE,United States,DEWEY,Sussex,DE,Atlantic Ocean,SOUTH SIDE INDIAN RIVER INLET,38.6,38.6,decimal degrees,estimate,-75.06,-75.06,decimal degrees,estimate,Internet,2003-JUN-27,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2003-1034118,truncatus,NE,United States,FENWICK ISLAND,Sussex,DE,Atlantic Ocean,LEWES ST.,3859.28,38.988,decimal minutes,,7519.14,-75.319,decimal minutes,,,2003-JUL-01,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2003-1034119,truncatus,NE,United States,MILFORD,Kent,DE,,"MISPILLION RIVER, Jetty.",38 951.54,53.859,decimal minutes,,075 313.71,-80.2285,decimal minutes,,,2003-JUL-09,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2003-1034120,truncatus,NE,United States,DEWEY,Sussex,DE,Atlantic Ocean,ON BEACH BETWEEN REED AND RODNEY,38.7,38.7,decimal degrees,estimate,-75.4,-75.4,decimal degrees,estimate,Internet,2003-AUG-03,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2003-1034121,truncatus,NE,United States,BETHANY,Sussex,DE,Atlantic Ocean,NORTH BETHANY ATLANTIC WATERGATE,3835.27,38.58783333,decimal minutes,,7503.5,-75.05833333,decimal minutes,,,2003-JUN-17,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2003-1034122,grypus,NE,United States,FENWICK,Sussex,DE,Atlantic Ocean,FENWICK ISLAND BATH HOUSE,3828.2,38.47,decimal minutes,,7503,-75.05,decimal minutes,,,2003-MAR-23,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2003-1034124,truncatus,NE,United States,BROADKILL BEACH,Sussex,DE,Delaware Bay,(MILTON) 50 YDS ON THE DE BAY BEACH SOUTH OF CA AVENUE,3849.97,38.83283333,decimal minutes,estimate,7512.97,-75.21616667,decimal minutes,estimate,,2003-MAY-22,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2003-1034125,truncatus,NE,United States,MILLSBORO,Sussex,DE,Indian River Bay,BEHIND BURTONS.,38.6,38.6,decimal degrees,estimate,-75,-75,decimal degrees,estimate,Internet,2003-JUN-02,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2003-1034126,truncatus,NE,United States,N. BOWERS,Kent,DE,Atlantic Ocean,"FIRST FOUND BY MARINE POLICE AT BENNETS PIER, FLOATING DEAD, TOWED TO N. BOWERS BOAT RAMP BY MAR.POL",39.06,39.06,decimal degrees,estimate,-75.401,-75.401,decimal degrees,estimate,Internet,2003-JUN-06,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2003-1034127,truncatus,NE,United States,,Sussex,DE,Atlantic Ocean,DE SEASHORE STATE PARK KEYBOX RD,3847.56,38.79266667,decimal minutes,,7509.88,-75.16466667,decimal minutes,,,2003-JUN-09,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2003-1034128,truncatus,NE,United States,DEWEY,Sussex,DE,Atlantic Ocean,TOWER RD; DSSP,3840.76,38.67933333,decimal minutes,,7504.17,-75.0695,decimal minutes,,,2003-JUN-17,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2003-1034129,phocoena,NE,United States,LEWES,Sussex,DE,Atlantic Ocean,"GORDONS POND, CHSP",3838.67,38.6445,decimal minutes,,7503.96,-75.066,decimal minutes,,,2003-FEB-21,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2004-1033827,vitulina,NE,United States,ATLANTIC CITY,Atlantic,NJ,Atlantic Ocean,ARKANSAS RD. AND THE BEACH,392112.4,39.35344444,deg/min/sec,,742559.4,-74.43316667,deg/min/sec,,,2004-JAN-03,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2003-1034186,vitulina,NE,United States,OCEAN CITY,Cape May,NJ,Atlantic Ocean,53RD ST AND THE BEACH,391336.5,39.22680556,deg/min/sec,,743753,-74.63138889,deg/min/sec,,,2003-NOV-19,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2003-1034187,vitulina,NE,United States,MANTALOKING,Ocean,NJ,Atlantic Ocean,911 EAST STREET AND THE BEACH,400326.5,40.05736111,deg/min/sec,,740242.1,-74.04502778,deg/min/sec,,,2003-NOV-19,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2003-1034188,vitulina,NE,United States,ATLANTIC CITY,Atlantic,NJ,Atlantic Ocean,HARRAHS CASINO BULKHEAD,392306.5,39.38513889,deg/min/sec,,742526,-74.42388889,deg/min/sec,,,2003-DEC-09,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2003-1034189,truncatus,NE,United States,DOVER,Ocean,NJ,Atlantic Ocean,KITTIWAKE ST AND THE BEACH,395915.4,39.98761111,deg/min/sec,,740343.4,-74.06205556,deg/min/sec,,,2003-DEC-16,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2003-1034190,vitulina,NE,United States,BRIGANTINE,Atlantic,NJ,Atlantic Ocean,37TH STREET AND THE BEACH,392323.6,39.38988889,deg/min/sec,,742310.1,-74.38613889,deg/min/sec,,,2003-DEC-16,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2003-1034192,groenlandica,NE,United States,OLD BRIDGE,Monmouth,NJ,Atlantic Ocean,DUNHERNAL LAKE AT BASE OF WATERFALL,40.44,40.44,decimal degrees,estimate,-74.24,-74.24,decimal degrees,estimate,,2003-DEC-25,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2003-1034193,vitulina,NE,United States,BRIGANTINE,Atlantic,NJ,Atlantic Ocean,THE COVE. SOUTH END JETTY AND THE BEACH,392247.4,39.37983333,deg/min/sec,,742450.4,-74.414,deg/min/sec,,,2003-DEC-26,N,N,N,N,N,N,N,N,N,N,,,FEMALE,
NE-2003-1034194,vitulina,NE,United States,LONGPORT,Atlantic,NJ,Atlantic Ocean,28TH STREET AND THE BEACH,391846,39.31277778,deg/min/sec,,743124,-74.52333333,deg/min/sec,,,2003-NOV-09,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2004-1033828,vitulina,NE,United States,BRIGANTINE,Atlantic,NJ,Atlantic Ocean,AT THE BASE OF THE BRIGANTINE BRIDGE,392313.2,39.387,deg/min/sec,,742511.6,-74.41988889,deg/min/sec,,,2004-JAN-03,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2004-1033834,delphis,NE,United States,LAVALETTE,Ocean,NJ,Atlantic Ocean,REESE AVE AND THE BEACH,395823.9,39.97330556,deg/min/sec,,740355.1,-74.06530556,deg/min/sec,,,2004-JAN-11,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2004-1033837,vitulina,NE,United States,WILDWOOD CREST,Cape May,NJ,Atlantic Ocean,CROCUS AVE & THE BEACH,385829.5,38.97486111,deg/min/sec,,744932.5,-74.82569444,deg/min/sec,,,2004-JAN-06,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2003-1034195,vitulina,NE,United States,BARNEGAT LIGHT,Ocean,NJ,Atlantic Ocean,22ND STREET AND THE BEACH,394443.5,39.74541667,deg/min/sec,,740637.2,-74.11033333,deg/min/sec,,,2003-DEC-28,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2003-1034196,cristata,NE,United States,HARVEY CEDARS,Ocean,NJ,Atlantic Ocean,83RD STREET AND THE BEACH,394230.6,39.7085,deg/min/sec,,740750.1,-74.13058333,deg/min/sec,,,2003-DEC-29,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2008-1078723,truncatus,NE,United States,Lower Township,Cape May,NJ,Delaware Bay,3309 Shore Drive and the bay,39.00213,39.00213,decimal degrees,estimate,-74.95466,-74.95466,decimal degrees,estimate,Internet,2008-MAY-08,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2003-1034201,vitulina,NE,United States,ISLAND BEACH SP,Ocean,NJ,Atlantic Ocean,"500 YDS SOUTH OF ENTRANCE, ON THE BEACH",39.9019,39.9019,decimal degrees,estimate,-74.0795,-74.0795,decimal degrees,estimate,,2003-SEP-19,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2003-1034202,delphis,NE,United States,VENTNOR,Atlantic,NJ,Atlantic Ocean,SUFFOLK AVE. AND THE BEACH,392022.4,39.33955556,deg/min/sec,,742818,-74.47166667,deg/min/sec,,,2003-OCT-26,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2003-1034203,vitulina,NE,United States,ATLANTIC CITY,Atlantic,NJ,Atlantic Ocean,PLAZA PLACE AND THE BEACH,392038.5,39.34402778,deg/min/sec,,742744.2,-74.46227778,deg/min/sec,,,2003-NOV-02,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2003-1034204,truncatus,NE,United States,LOWER TOWNSHIP,Cape May,NJ,Atlantic Ocean,DIAMOND BEACH E. MEMPHIS AVE AND THE BEACH,385723.8,38.95661111,deg/min/sec,,745053.7,-74.84825,deg/min/sec,,,2003-NOV-03,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2003-1034207,delphis,NE,United States,AVALON,Cape May,NJ,Atlantic Ocean,57TH STREET AND THE BEACH,390440.7,39.07797222,deg/min/sec,,744410.3,-74.73619444,deg/min/sec,,,2003-NOV-06,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2000-1033705,,NE,United States,REHOBOTH BEACH,Sussex,DE,Atlantic Ocean,"NORTH END APPROXIMATELY 2 HUNDRED YARDS NORTH OF HENLOPEN HOTEL, ATLANTIC OCEAN",38.72,38.72,decimal degrees,estimate,-75.07,-75.07,decimal degrees,estimate,Map,2000-SEP-29,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034768,melas,NE,United States,WILDWOOD CREST,Cape May,NJ,Atlantic Ocean,HOLLYWOOD AVE. AND THE BEACH,385740.8,38.96133333,deg/min/sec,,745033.9,-74.84275,deg/min/sec,,,2003-APR-11,N,N,N,N,N,N,N,N,N,N,,,FEMALE,UNKNOWN
NE-2003-1034769,,NE,United States,KEYPORT,Monmouth,NJ,Raritan Bay,"1ST AVE AND RARITON BAY, BEHIND #85",402609.6,40.436,deg/min/sec,,741244.3,-74.21230556,deg/min/sec,,,2003-APR-09,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034770,melas,NE,United States,LAVALETTE,Ocean,NJ,Atlantic Ocean,NEWARK AVE. AND THE BEACH,395739.4,39.96094444,deg/min/sec,,740402.1,-74.06725,deg/min/sec,,,2003-APR-09,N,N,N,N,N,N,N,N,N,N,,,FEMALE,UNKNOWN
NE-2000-1034937,groenlandica,NE,United States,NORTH BEACH,Ocean,NJ,Atlantic Ocean,"1117 NORTH BEACH, LONG BEACH ISLAND",394137,39.69361111,deg/min/sec,,740820,-74.13888889,deg/min/sec,,,2000-FEB-05,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN
NE-2000-1034939,delphis,NE,United States,STONE HARBOR,Cape May,NJ,Atlantic Ocean,122ND STREET AND THE BEACH,390205,39.03472222,deg/min/sec,,744611,-74.76972222,deg/min/sec,,,2000-DEC-31,N,N,N,N,N,N,N,N,N,N,,,FEMALE,UNKNOWN
NE-2000-1034940,delphis,NE,United States,STONE HARBOR,Cape May,NJ,Atlantic Ocean,122ND STREET AND THE BEACH,390205,39.03472222,deg/min/sec,,744611,-74.76972222,deg/min/sec,,,2000-DEC-31,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2000-1034948,,NE,United States,BRIGANTINE,Atlantic,NJ,Atlantic Ocean,22ND STREET AND THE BEACH,392348,39.39666667,deg/min/sec,,742232,-74.37555556,deg/min/sec,,,2000-DEC-04,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034661,,NE,United States,OLD BRIDGE,Middlesex,NJ,Raritan Bay,THE END OF SEAGLADE CIRCLE AND RARITAN BAY,40.4526,40.4526,decimal degrees,estimate,-74.2299,-74.2299,decimal degrees,estimate,,2003-MAY-02,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034827,vitulina,NE,United States,WILDWOOD CREST,Cape May,NJ,Atlantic Ocean,ST LOUIS AVE. AND THE BEACH,385735,38.95972222,deg/min/sec,,745041.9,-74.84497222,deg/min/sec,,,2003-APR-17,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING
NE-2003-1034830,,NE,United States,ISLAND BEACH STPK,Ocean,NJ,Atlantic Ocean,3/4 MILES SOUTH OF EXIT A-23 OF BEACH ACCESS RD,394626.8,39.77411111,deg/min/sec,,740549.3,-74.09702778,deg/min/sec,,,2003-APR-05,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034509,truncatus,NE,United States,ATLANTIC/BRIGANTINE,Atlantic,NJ,Absecon Inlet,NEAR BRIGANTINE BRIDGE. BETWEEN AC AND BRIGANTINE,392318.7,39.38852778,deg/min/sec,,742522.5,-74.42291667,deg/min/sec,,,2003-AUG-03,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2003-1034668,groenlandica,NE,United States,STONE HARBOR,Cape May,NJ,Atlantic Ocean,~ 150 YDS NORTH OF HEREFORD INLET,390109.2,39.01922222,deg/min/sec,,744708.5,-74.78569444,deg/min/sec,,,2003-MAY-25,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2003-1034671,vitulina,NE,United States,AVALON,Cape May,NJ,Atlantic Ocean,13TH STREET AND THE BEACH.,390612.3,39.10341667,deg/min/sec,,744225,-74.70694444,deg/min/sec,,,2003-MAY-09,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2003-1034672,vitulina,NE,United States,SANDY HOOK,Monmouth,NJ,Raritan Bay,FLOATING 1/4 MILE NW OF OFFICERS ROW.,402829.5,40.47486111,deg/min/sec,,740119.2,-74.022,deg/min/sec,,,2003-MAY-07,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034880,phocoena,NE,United States,MANTALOKING,Ocean,NJ,Atlantic Ocean,APPROX. 2 BLOCKS SOUTH OF PRINCETON AVE ON THE BEACH,400158.9,40.03302778,deg/min/sec,,740303.8,-74.05105556,deg/min/sec,,,2003-MAR-27,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN
NE-2003-1034881,acutus,NE,United States,WILDWOOD CREST,Cape May,NJ,Atlantic Ocean,WASHINGTON AVE. AND THE BEACH,385730.4,38.95844444,deg/min/sec,,745046.7,-74.84630556,deg/min/sec,,,2003-MAR-20,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2003-1034882,delphis,NE,United States,EGG HARBOR TWP.,Atlantic,NJ,Atlantic Ocean,SOMERS POINT BLVD.,391843.4,39.31205556,deg/min/sec,,743241.1,-74.54475,deg/min/sec,,,2003-MAR-05,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034550,,NE,United States,SEASIDE HEIGHTS,Ocean,NJ,Atlantic Ocean,"POTTER AVE AND THE BEACH, UNDER THE BOARDWALK",395612.9,39.93691667,deg/min/sec,,740416.8,-74.07133333,deg/min/sec,,,2003-JUL-29,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034556,truncatus,NE,United States,NORTH WILDWOOD,Cape May,NJ,Atlantic Ocean,18TH STREET AND THE BEACH,385934.9,38.99302778,deg/min/sec,,744735.3,-74.79313889,deg/min/sec,,,2003-JUN-14,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2003-1034557,truncatus,NE,United States,LOWER TOWNSHIP,Cape May,NJ,Atlantic Ocean,2 MILE WILDLIFE REFUGE,385657,38.94916667,deg/min/sec,,745122.5,-74.85625,deg/min/sec,,,2003-JUN-10,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2003-1034558,,NE,United States,TOWN BANK,Cape May,NJ,,AVALON RD AND THE BAY,385936.9,38.99358333,deg/min/sec,,745727.1,-74.95752778,deg/min/sec,,,2003-JUN-09,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034733,melas,NE,United States,LONG BEACH TWP.,Ocean,NJ,Atlantic Ocean,65TH STREET AND THE BEACH,393702.7,39.61741667,deg/min/sec,,741148.1,-74.19669444,deg/min/sec,,,2003-MAY-25,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2003-1034734,phocoena,NE,United States,SEASIDE PARK,Ocean,NJ,Atlantic Ocean,12TH AVE AND THE BEACH,395452.1,39.91447222,deg/min/sec,,740435.2,-74.07644444,deg/min/sec,,,2003-MAY-23,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034735,delphis,NE,United States,OCEAN CITY,Cape May,NJ,Atlantic Ocean,58TH STREET AND THE BEACH,391312.6,39.22016667,deg/min/sec,actual,743812.6,-74.63683333,deg/min/sec,,,2003-MAY-17,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2003-1034897,vitulina,NE,United States,POINT PLEASANT,Ocean,NJ,,2101 EDGEWATER PLACE AND MANASQUAN RIVER,400514.3,40.08730556,deg/min/sec,,740403.9,-74.06775,deg/min/sec,,,2003-MAR-07,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2003-1034898,grypus,NE,United States,STONE HARBOR,Cape May,NJ,,100TH STREET AND THE BEACH,390255.5,39.04875,deg/min/sec,,744531.7,-74.75880556,deg/min/sec,,,2003-MAR-21,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
